Gender,Attrition/Retention ,Age group,Department,Education Switch Calc,Job Role,Attrition,Attrition Label,Education,Education Field,Switch Attrition/Retention ,0,Age,Attrition Count,Employee Count,Job Involvement,Job Level,Job Satisfaction,Relationship Satisfaction,Work Life Balance,Environment Satisfaction,Attrition,CF_current Employee,Total Working Years,Years In Current Role,Monthly Income,
Male,Retention,35-44,R & D,Master's Degree,Research Scientist,No,Current Employees,Master's Degree,Medical,TRUE,0,35,,1,3,2,4,1,3,1,No,1,10,8,4285,
Male,Retention,25-34,R & D,Bachelor's Degree,Healthcare Representative,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,29,,1,3,1,1,2,4,2,No,1,6,0,2099,
Male,Retention,35-44,R & D,Master's Degree,Manager,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,40,,1,4,2,1,4,3,2,No,1,16,15,5208,
Male,Retention,45-55,R & D,Master's Degree,Healthcare Representative,No,Current Employees,Master's Degree,Technical Degree,TRUE,0,45,,1,4,2,3,1,4,2,No,1,6,3,4404,
Male,Retention,35-44,R & D,Bachelor's Degree,Laboratory Technician,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,36,,1,4,3,4,3,3,2,No,1,11,3,7005,
Male,Retention,35-44,R & D,Bachelor's Degree,Manager,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,42,,1,2,5,2,4,3,4,No,1,29,10,19665,
Male,Retention,25-34,R & D,Bachelor's Degree,Research Scientist,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,32,,1,3,1,2,3,2,4,No,1,12,8,3748,
Male,Retention,35-44,R & D,Master's Degree,Healthcare Representative,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,36,,1,3,2,1,1,2,1,No,1,6,3,5373,
Male,Retention,45-55,R & D,Master's Degree,Healthcare Representative,No,Current Employees,Master's Degree,Technical Degree,TRUE,0,49,,1,3,2,3,2,2,1,No,1,20,2,6651,
Male,Retention,35-44,R & D,Bachelor's Degree,Healthcare Representative,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,43,,1,3,3,3,2,3,1,No,1,10,9,7510,
Male,Retention,< 25,R & D,High School,Laboratory Technician,No,Current Employees,High School,Life Sciences,TRUE,0,23,,1,3,1,4,2,2,1,No,1,7,2,3229,
Male,Retention,> 55,R & D,Master's Degree,Research Director,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,58,,1,3,1,4,3,2,1,No,1,17,5,3420,
Male,Retention,35-44,R & D,Bachelor's Degree,Research Scientist,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,43,,1,1,1,3,2,4,2,No,1,6,4,2705,
Male,Retention,35-44,R & D,Bachelor's Degree,Research Scientist,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,37,,1,2,1,2,2,2,2,No,1,6,4,2141,
Male,Retention,35-44,R & D,High School,Research Scientist,No,Current Employees,High School,Life Sciences,TRUE,0,39,,1,2,2,4,3,4,2,No,1,15,10,3986,
Male,Retention,25-34,R & D,Bachelor's Degree,Laboratory Technician,No,Current Employees,Bachelor's Degree,Technical Degree,TRUE,0,25,,1,3,1,2,3,2,2,No,1,6,3,2226,
Male,Retention,25-34,R & D,Master's Degree,Research Scientist,No,Current Employees,Master's Degree,Medical,TRUE,0,34,,1,3,1,3,4,4,2,No,1,6,2,3477,
Male,Retention,45-55,R & D,Bachelor's Degree,Research Scientist,No,Current Employees,Bachelor's Degree,Technical Degree,TRUE,0,47,,1,3,1,4,2,2,2,No,1,10,0,2862,
Male,Retention,35-44,R & D,Master's Degree,Laboratory Technician,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,40,,1,3,2,4,2,2,2,No,1,9,2,5484,
Male,Retention,25-34,R & D,High School,Healthcare Representative,No,Current Employees,High School,Life Sciences,TRUE,0,29,,1,4,2,1,4,3,2,No,1,10,0,5033,
Male,Retention,35-44,R & D,Master's Degree,Laboratory Technician,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,36,,1,2,1,2,2,3,3,No,1,4,0,4841,
Male,Retention,45-55,R & D,Bachelor's Degree,Healthcare Representative,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,45,,1,2,1,4,4,2,3,No,1,1,0,2690,
Male,Retention,35-44,R & D,Master's Degree,Laboratory Technician,No,Current Employees,Master's Degree,Medical,TRUE,0,35,,1,3,3,1,2,4,3,No,1,18,7,13348,
Male,Retention,35-44,R & D,Bachelor's Degree,Healthcare Representative,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,38,,1,3,1,4,3,4,3,No,1,5,3,2044,
Male,Retention,25-34,R & D,Bachelor's Degree,Research Scientist,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,30,,1,4,2,3,3,3,3,No,1,10,0,5294,
Male,Retention,< 25,R & D,Associates Degree,Healthcare Representative,No,Current Employees,Associates Degree,Life Sciences,TRUE,0,24,,1,4,1,3,4,3,3,No,1,5,3,4401,
Male,Retention,25-34,R & D,Associates Degree,Laboratory Technician,No,Current Employees,Associates Degree,Medical,TRUE,0,33,,1,2,3,1,1,3,4,No,1,9,7,9991,
Male,Retention,25-34,R & D,Associates Degree,Laboratory Technician,No,Current Employees,Associates Degree,Medical,TRUE,0,34,,1,3,4,1,3,4,4,No,1,24,6,16328,
Male,Retention,25-34,R & D,Bachelor's Degree,Manufacturing Director,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,31,,1,3,2,3,2,3,4,No,1,17,7,6883,
Male,Retention,25-34,R & D,High School,Laboratory Technician,No,Current Employees,High School,Life Sciences,TRUE,0,27,,1,4,1,1,2,3,4,No,1,14,8,3143,
Male,Retention,< 25,R & D,High School,Laboratory Technician,No,Current Employees,High School,Medical,TRUE,0,24,,1,4,1,3,4,3,4,No,1,4,2,2073,
Male,Retention,25-34,R & D,Bachelor's Degree,Research Director,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,34,,1,3,2,3,2,2,1,No,1,10,2,5347,
Male,Retention,35-44,R & D,Doctoral Degree,Manufacturing Director,No,Current Employees,Doctoral Degree,Medical,TRUE,0,39,,1,3,1,4,3,2,1,No,1,8,0,2406,
Male,Retention,25-34,R & D,High School,Laboratory Technician,No,Current Employees,High School,Medical,TRUE,0,29,,1,4,2,1,3,2,2,No,1,10,0,5538,
Male,Retention,25-34,R & D,Master's Degree,Research Scientist,No,Current Employees,Master's Degree,Technical Degree,TRUE,0,32,,1,4,2,3,4,2,2,No,1,10,9,3407,
Male,Retention,25-34,R & D,Master's Degree,Research Scientist,No,Current Employees,Master's Degree,Technical Degree,TRUE,0,27,,1,1,2,2,2,2,3,No,1,8,6,6549,
Male,Retention,25-34,R & D,Bachelor's Degree,Laboratory Technician,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,31,,1,4,1,3,1,2,3,No,1,5,0,2451,
Male,Retention,35-44,R & D,High School,Manufacturing Director,No,Current Employees,High School,Medical,TRUE,0,44,,1,3,2,1,4,3,2,No,1,10,7,5377,
Male,Retention,25-34,R & D,Master's Degree,Laboratory Technician,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,33,,1,4,1,2,4,3,2,No,1,14,11,2028,
Male,Retention,35-44,R & D,Master's Degree,Research Scientist,No,Current Employees,Master's Degree,Medical,TRUE,0,35,,1,2,5,1,2,3,3,No,1,34,0,19038,
Male,Retention,45-55,R & D,Doctoral Degree,Healthcare Representative,No,Current Employees,Doctoral Degree,Medical,TRUE,0,50,,1,3,2,3,1,2,3,No,1,9,3,5768,
Male,Retention,45-55,R & D,Master's Degree,Healthcare Representative,No,Current Employees,Master's Degree,Medical,TRUE,0,45,,1,1,1,3,3,4,4,No,1,3,2,2305,
Male,Retention,25-34,R & D,Master's Degree,Laboratory Technician,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,31,,1,2,2,4,3,2,1,No,1,10,4,5810,
Male,Retention,25-34,R & D,High School,Research Scientist,No,Current Employees,High School,Life Sciences,TRUE,0,30,,1,3,1,2,3,3,1,No,1,15,3,2013,
Male,Retention,25-34,R & D,Master's Degree,Research Scientist,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,34,,1,3,2,3,2,3,1,No,1,5,3,2272,
Male,Retention,35-44,R & D,Associates Degree,Manufacturing Director,No,Current Employees,Associates Degree,Medical,TRUE,0,35,,1,3,1,4,3,1,1,No,1,1,0,2972,
Male,Retention,35-44,R & D,Bachelor's Degree,Research Scientist,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,44,,1,3,2,4,1,3,1,No,1,18,7,4108,
Male,Retention,45-55,R & D,High School,Research Director,No,Current Employees,High School,Life Sciences,TRUE,0,49,,1,2,2,3,2,2,2,No,1,4,3,4617,
Male,Retention,35-44,R & D,Associates Degree,Research Scientist,No,Current Employees,Associates Degree,Life Sciences,TRUE,0,38,,1,3,2,3,2,3,2,No,1,10,7,5098,
Male,Retention,45-55,R & D,Bachelor's Degree,Manufacturing Director,No,Current Employees,Bachelor's Degree,Technical Degree,TRUE,0,45,,1,4,2,2,1,1,2,No,1,11,2,6870,
Male,Retention,35-44,R & D,Bachelor's Degree,Healthcare Representative,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,42,,1,2,1,3,4,3,3,No,1,8,2,2809,
Male,Retention,35-44,R & D,Doctoral Degree,Research Scientist,No,Current Employees,Doctoral Degree,Life Sciences,TRUE,0,35,,1,3,1,1,4,2,3,No,1,8,7,2867,
Male,Retention,35-44,R & D,Master's Degree,Healthcare Representative,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,44,,1,3,2,2,4,3,3,No,1,19,7,5562,
Male,Retention,35-44,R & D,Bachelor's Degree,Healthcare Representative,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,41,,1,3,4,3,1,3,3,No,1,23,7,15379,
Male,Retention,25-34,R & D,Bachelor's Degree,Laboratory Technician,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,33,,1,3,1,4,3,3,3,No,1,3,2,3117,
Male,Retention,35-44,R & D,Doctoral Degree,Research Scientist,No,Current Employees,Doctoral Degree,Medical,TRUE,0,41,,1,4,1,1,4,3,3,No,1,8,7,3578,
Male,Retention,25-34,R & D,Bachelor's Degree,Laboratory Technician,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,34,,1,2,1,1,2,3,4,No,1,3,0,2450,
Male,Retention,35-44,R & D,Bachelor's Degree,Laboratory Technician,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,35,,1,2,2,2,4,3,4,No,1,5,3,4320,
Male,Retention,45-55,R & D,Master's Degree,Healthcare Representative,No,Current Employees,Master's Degree,Medical,TRUE,0,53,,1,3,1,1,2,3,4,No,1,11,2,2062,
Male,Retention,45-55,R & D,Master's Degree,Research Director,No,Current Employees,Master's Degree,Medical,TRUE,0,55,,1,3,1,1,4,3,4,No,1,4,2,2439,
Male,Retention,25-34,R & D,High School,Manufacturing Director,No,Current Employees,High School,Life Sciences,TRUE,0,28,,1,3,1,2,3,2,4,No,1,6,2,3420,
Male,Retention,45-55,R & D,Doctoral Degree,Research Director,No,Current Employees,Doctoral Degree,Medical,TRUE,0,50,,1,3,1,3,4,3,4,No,1,8,0,3968,
Male,Retention,< 25,R & D,Associates Degree,Laboratory Technician,No,Current Employees,Associates Degree,Technical Degree,TRUE,0,24,,1,3,1,3,4,4,4,No,1,4,2,3375,
Male,Retention,45-55,R & D,Bachelor's Degree,Research Director,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,55,,1,3,1,4,3,4,4,No,1,5,2,2647,
Male,Retention,35-44,R & D,Bachelor's Degree,Laboratory Technician,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,42,,1,4,4,2,2,2,4,No,1,35,8,16598,
Male,Retention,35-44,R & D,Associates Degree,Laboratory Technician,No,Current Employees,Associates Degree,Medical,TRUE,0,39,,1,3,3,4,1,3,1,No,1,13,7,10793,
Male,Retention,35-44,R & D,Bachelor's Degree,Laboratory Technician,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,44,,1,2,3,1,1,3,3,No,1,12,7,7140,
Male,Retention,35-44,R & D,Master's Degree,Research Scientist,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,40,,1,2,2,2,3,3,3,No,1,14,4,8938,
Male,Retention,25-34,R & D,Master's Degree,Research Scientist,No,Current Employees,Master's Degree,Other,TRUE,0,34,,1,3,3,3,3,2,4,No,1,9,7,8628,
Male,Retention,35-44,R & D,Associates Degree,Laboratory Technician,No,Current Employees,Associates Degree,Life Sciences,TRUE,0,35,,1,2,2,3,3,3,3,No,1,10,7,8620,
Male,Retention,35-44,R & D,Bachelor's Degree,Research Director,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,42,,1,3,2,4,3,3,4,No,1,6,2,5505,
Male,Retention,25-34,R & D,Bachelor's Degree,Laboratory Technician,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,26,,1,3,2,1,1,3,3,No,1,15,2,5486,
Male,Retention,25-34,R & D,Associates Degree,Research Scientist,No,Current Employees,Associates Degree,Medical,TRUE,0,31,,1,3,2,1,4,4,1,No,1,9,4,5473,
Male,Retention,45-55,R & D,Master's Degree,Healthcare Representative,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,49,,1,3,2,1,4,1,1,No,1,8,2,6392,
Male,Retention,45-55,R & D,Master's Degree,Research Scientist,No,Current Employees,Master's Degree,Technical Degree,TRUE,0,47,,1,3,1,3,3,3,1,No,1,3,2,3067,
Male,Retention,45-55,R & D,Master's Degree,Healthcare Representative,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,46,,1,3,2,3,3,3,1,No,1,6,2,8346,
Male,Retention,35-44,R & D,Bachelor's Degree,Manufacturing Director,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,37,,1,2,1,2,2,3,2,No,1,3,2,2269,
Male,Retention,45-55,R & D,Bachelor's Degree,Manager,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,49,,1,3,2,1,4,1,2,No,1,6,3,5561,
Male,Retention,25-34,R & D,Bachelor's Degree,Research Scientist,No,Current Employees,Bachelor's Degree,Technical Degree,TRUE,0,30,,1,3,3,2,2,3,3,No,1,9,2,9250,
Male,Retention,25-34,R & D,Bachelor's Degree,Research Scientist,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,28,,1,3,2,2,4,3,3,No,1,10,8,9924,
Male,Retention,35-44,R & D,Bachelor's Degree,Research Scientist,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,40,,1,1,3,3,3,1,4,No,1,10,3,9610,
Male,Retention,35-44,R & D,Master's Degree,Laboratory Technician,No,Current Employees,Master's Degree,Other,TRUE,0,40,,1,3,1,3,1,3,4,No,1,1,0,2404,
Male,Retention,35-44,R & D,Master's Degree,Healthcare Representative,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,35,,1,3,2,4,3,2,4,No,1,7,3,9204,
Male,Retention,35-44,R & D,Associates Degree,Manufacturing Director,No,Current Employees,Associates Degree,Life Sciences,TRUE,0,35,,1,4,3,3,1,3,4,No,1,11,6,8237,
Male,Retention,< 25,R & D,High School,Research Scientist,No,Current Employees,High School,Medical,TRUE,0,21,,1,2,2,2,1,3,2,No,1,5,2,4189,
Male,Retention,45-55,R & D,Master's Degree,Research Director,No,Current Employees,Master's Degree,Medical,TRUE,0,46,,1,2,2,2,3,1,3,No,1,12,2,5507,
Male,Retention,25-34,R & D,Bachelor's Degree,Research Scientist,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,28,,1,3,2,2,1,3,4,No,1,16,13,4440,
Male,Retention,25-34,R & D,Bachelor's Degree,Laboratory Technician,No,Current Employees,Bachelor's Degree,Other,TRUE,0,26,,1,3,2,3,3,2,4,No,1,4,1,5301,
Male,Retention,35-44,R & D,Associates Degree,Laboratory Technician,No,Current Employees,Associates Degree,Technical Degree,TRUE,0,37,,1,2,1,1,1,2,1,No,1,20,0,2858,
Male,Retention,25-34,R & D,Bachelor's Degree,Research Scientist,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,29,,1,3,4,1,1,3,2,No,1,21,8,13341,
Male,Retention,25-34,R & D,Bachelor's Degree,Healthcare Representative,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,30,,1,3,5,2,2,2,2,No,1,21,8,19833,
Male,Retention,< 25,R & D,Bachelor's Degree,Research Scientist,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,24,,1,3,2,3,2,2,2,No,1,10,4,5487,
Male,Retention,25-34,R & D,Bachelor's Degree,Laboratory Technician,No,Current Employees,Bachelor's Degree,Other,TRUE,0,26,,1,2,2,3,3,3,3,No,1,8,2,5869,
Male,Retention,25-34,R & D,Master's Degree,Manufacturing Director,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,34,,1,3,2,4,1,3,3,No,1,5,3,4684,
Male,Retention,35-44,R & D,Associates Degree,Laboratory Technician,No,Current Employees,Associates Degree,Medical,TRUE,0,36,,1,1,2,1,4,3,4,No,1,15,9,4759,
Male,Retention,25-34,R & D,Master's Degree,Laboratory Technician,No,Current Employees,Master's Degree,Medical,TRUE,0,26,,1,3,1,1,1,3,4,No,1,2,2,2728,
Male,Retention,25-34,R & D,High School,Healthcare Representative,No,Current Employees,High School,Life Sciences,TRUE,0,29,,1,3,2,1,4,3,4,No,1,6,4,8463,
Male,Retention,25-34,R & D,Bachelor's Degree,Laboratory Technician,No,Current Employees,Bachelor's Degree,Other,TRUE,0,27,,1,3,3,3,2,3,4,No,1,10,8,9241,
Male,Retention,35-44,R & D,High School,Healthcare Representative,No,Current Employees,High School,Medical,TRUE,0,39,,1,3,2,4,1,3,4,No,1,7,7,4105,
Male,Retention,35-44,R & D,Bachelor's Degree,Laboratory Technician,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,35,,1,4,4,1,2,1,4,No,1,27,0,17567,
Male,Retention,25-34,R & D,Associates Degree,Laboratory Technician,No,Current Employees,Associates Degree,Other,TRUE,0,29,,1,2,1,3,2,2,2,No,1,4,2,2814,
Male,Retention,35-44,R & D,High School,Research Director,No,Current Employees,High School,Medical,TRUE,0,40,,1,2,2,2,3,3,4,No,1,20,11,2133,
Male,Retention,25-34,R & D,Bachelor's Degree,Manufacturing Director,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,33,,1,3,1,4,3,3,1,No,1,6,3,3760,
Male,Retention,45-55,R & D,Bachelor's Degree,Research Director,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,48,,1,3,1,4,3,2,4,No,1,6,4,2379,
Male,Retention,25-34,R & D,Master's Degree,Healthcare Representative,No,Current Employees,Master's Degree,Technical Degree,TRUE,0,34,,1,3,1,4,1,3,3,No,1,8,2,3195,
Male,Retention,35-44,R & D,Associates Degree,Research Scientist,No,Current Employees,Associates Degree,Life Sciences,TRUE,0,42,,1,3,3,4,3,3,3,No,1,9,0,8837,
Male,Retention,25-34,R & D,Master's Degree,Research Scientist,No,Current Employees,Master's Degree,Technical Degree,TRUE,0,32,,1,3,5,4,4,2,2,No,1,23,7,19049,
Male,Retention,25-34,R & D,Bachelor's Degree,Laboratory Technician,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,29,,1,2,3,2,3,3,3,No,1,28,11,10333,
Male,Retention,35-44,R & D,Master's Degree,Research Scientist,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,42,,1,3,1,1,2,2,4,No,1,17,2,2587,
Male,Retention,25-34,R & D,Master's Degree,Research Scientist,No,Current Employees,Master's Degree,Other,TRUE,0,34,,1,1,1,4,3,3,4,No,1,1,0,1129,
Male,Retention,35-44,R & D,Bachelor's Degree,Research Director,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,44,,1,2,2,2,4,3,4,No,1,4,2,4788,
Male,Retention,35-44,R & D,Bachelor's Degree,Healthcare Representative,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,36,,1,2,1,3,3,2,2,No,1,1,0,2933,
Male,Retention,25-34,R & D,Bachelor's Degree,Research Scientist,No,Current Employees,Bachelor's Degree,Technical Degree,TRUE,0,32,,1,3,2,1,2,3,2,No,1,18,0,6516,
Male,Retention,25-34,R & D,Associates Degree,Laboratory Technician,No,Current Employees,Associates Degree,Medical,TRUE,0,30,,1,3,2,4,1,3,2,No,1,10,7,4878,
Male,Retention,35-44,R & D,Bachelor's Degree,Research Scientist,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,44,,1,2,4,3,2,3,3,No,1,30,11,13966,
Male,Retention,25-34,R & D,Bachelor's Degree,Research Scientist,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,32,,1,4,3,4,2,3,3,No,1,9,7,7879,
Male,Retention,25-34,R & D,Bachelor's Degree,Research Scientist,No,Current Employees,Bachelor's Degree,Technical Degree,TRUE,0,33,,1,2,3,3,4,4,4,No,1,10,4,7756,
Male,Retention,25-34,R & D,Doctoral Degree,Healthcare Representative,No,Current Employees,Doctoral Degree,Life Sciences,TRUE,0,33,,1,3,2,3,2,3,3,No,1,7,2,4663,
Male,Retention,45-55,R & D,Master's Degree,Healthcare Representative,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,55,,1,3,2,3,3,3,1,No,1,10,2,6142,
Male,Retention,35-44,R & D,Master's Degree,Manufacturing Director,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,35,,1,1,2,1,1,3,3,No,1,10,7,5769,
Male,Retention,25-34,R & D,High School,Laboratory Technician,No,Current Employees,High School,Other,TRUE,0,25,,1,3,2,1,4,3,3,No,1,9,2,4440,
Male,Retention,35-44,R & D,Master's Degree,Laboratory Technician,No,Current Employees,Master's Degree,Medical,TRUE,0,35,,1,3,3,4,4,2,3,No,1,18,2,7945,
Male,Retention,35-44,R & D,Bachelor's Degree,Laboratory Technician,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,42,,1,3,3,3,4,4,3,No,1,23,14,10447,
Male,Retention,< 25,R & D,Associates Degree,Research Scientist,No,Current Employees,Associates Degree,Life Sciences,TRUE,0,22,,1,3,2,4,4,3,3,No,1,8,2,6583,
Male,Retention,35-44,R & D,Master's Degree,Research Scientist,No,Current Employees,Master's Degree,Other,TRUE,0,39,,1,3,2,4,4,3,3,No,1,10,8,5204,
Male,Retention,25-34,R & D,High School,Laboratory Technician,No,Current Employees,High School,Medical,TRUE,0,29,,1,2,2,4,3,2,4,No,1,9,2,8103,
Male,Retention,35-44,R & D,Bachelor's Degree,Healthcare Representative,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,42,,1,2,2,3,1,3,2,No,1,10,9,5673,
Male,Retention,45-55,R & D,Associates Degree,Manufacturing Director,No,Current Employees,Associates Degree,Life Sciences,TRUE,0,46,,1,3,2,3,3,2,3,No,1,11,4,4591,
Male,Retention,35-44,R & D,Bachelor's Degree,Manager,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,39,,1,3,4,4,3,2,4,No,1,29,0,17875,
Male,Retention,25-34,R & D,Bachelor's Degree,Research Scientist,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,27,,1,3,2,3,3,3,4,No,1,5,4,4162,
Male,Retention,35-44,R & D,Associates Degree,Healthcare Representative,No,Current Employees,Associates Degree,Life Sciences,TRUE,0,40,,1,3,2,2,4,3,1,No,1,15,4,9278,
Male,Retention,< 25,R & D,Associates Degree,Laboratory Technician,No,Current Employees,Associates Degree,Other,TRUE,0,23,,1,3,2,4,3,3,4,No,1,8,2,4069,
Male,Retention,35-44,R & D,Bachelor's Degree,Laboratory Technician,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,39,,1,3,1,1,4,4,3,No,1,4,2,3065,
Male,Retention,35-44,R & D,Bachelor's Degree,Research Scientist,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,38,,1,3,2,4,4,3,4,No,1,9,8,6472,
Male,Retention,25-34,R & D,Master's Degree,Research Scientist,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,33,,1,3,2,3,3,3,4,No,1,15,14,4001,
Male,Retention,45-55,R & D,Bachelor's Degree,Research Director,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,53,,1,3,2,4,3,3,1,No,1,14,7,5743,
Male,Retention,35-44,R & D,Bachelor's Degree,Laboratory Technician,No,Current Employees,Bachelor's Degree,Technical Degree,TRUE,0,43,,1,3,1,2,2,3,4,No,1,7,2,2991,
Male,Retention,25-34,R & D,High School,Manufacturing Director,No,Current Employees,High School,Life Sciences,TRUE,0,25,,1,3,4,3,2,3,1,No,1,23,2,15787,
Male,Retention,< 25,R & D,Bachelor's Degree,Research Scientist,No,Current Employees,Bachelor's Degree,Technical Degree,TRUE,0,23,,1,2,2,4,2,3,3,No,1,16,10,5747,
Male,Retention,25-34,R & D,Bachelor's Degree,Healthcare Representative,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,29,,1,4,2,1,4,3,1,No,1,9,2,5562,
Male,Retention,25-34,R & D,Master's Degree,Research Scientist,No,Current Employees,Master's Degree,Medical,TRUE,0,34,,1,3,4,3,3,3,2,No,1,32,8,11245,
Male,Retention,35-44,Sales,Bachelor's Degree,Sales Representative,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,38,,1,3,3,4,3,1,4,No,1,24,8,10124,
Male,Retention,45-55,Sales,Bachelor's Degree,Sales Executive,No,Current Employees,Bachelor's Degree,Marketing,TRUE,0,45,,1,3,2,3,4,4,3,No,1,10,2,5689,
Male,Retention,25-34,Sales,Bachelor's Degree,Sales Executive,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,29,,1,2,1,4,3,4,1,No,1,6,4,4930,
Male,Retention,25-34,Sales,Master's Degree,Sales Executive,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,33,,1,3,3,3,2,2,2,No,1,16,2,10209,
Male,Retention,35-44,Sales,Associates Degree,Sales Executive,No,Current Employees,Associates Degree,Medical,TRUE,0,40,,1,1,4,4,4,3,3,No,1,32,6,14411,
Male,Retention,25-34,Sales,Associates Degree,Sales Representative,No,Current Employees,Associates Degree,Life Sciences,TRUE,0,31,,1,4,2,3,4,4,4,No,1,10,2,6294,
Male,Retention,25-34,Sales,Bachelor's Degree,Sales Executive,No,Current Employees,Bachelor's Degree,Technical Degree,TRUE,0,31,,1,2,2,4,3,3,3,No,1,7,7,6834,
Male,Retention,25-34,Sales,Associates Degree,Sales Executive,No,Current Employees,Associates Degree,Life Sciences,TRUE,0,31,,1,4,5,2,1,3,3,No,1,35,9,19636,
Male,Retention,45-55,Sales,Master's Degree,Sales Representative,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,52,,1,1,3,1,2,3,2,No,1,24,7,10851,
Male,Retention,35-44,Sales,Associates Degree,Sales Executive,No,Current Employees,Associates Degree,Marketing,TRUE,0,37,,1,3,5,4,3,3,3,No,1,24,1,19328,
Male,Retention,25-34,Sales,Master's Degree,Sales Representative,No,Current Employees,Master's Degree,Medical,TRUE,0,32,,1,3,2,1,3,2,4,No,1,9,3,5410,
Male,Retention,45-55,Sales,Associates Degree,Sales Executive,No,Current Employees,Associates Degree,Life Sciences,TRUE,0,46,,1,3,1,3,3,2,4,No,1,7,2,3977,
Male,Retention,35-44,Sales,Master's Degree,Sales Executive,No,Current Employees,Master's Degree,Marketing,TRUE,0,39,,1,4,1,3,1,2,2,No,1,7,2,2127,
Male,Retention,35-44,Sales,Master's Degree,Sales Executive,No,Current Employees,Master's Degree,Medical,TRUE,0,35,,1,3,2,3,2,3,4,No,1,4,2,4035,
Male,Retention,35-44,Sales,Master's Degree,Manager,No,Current Employees,Master's Degree,Medical,TRUE,0,40,,1,1,2,4,3,3,2,No,1,15,0,5811,
